Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url,sentiment
1.0,Barang sesuai pesanan dan cepat sampai,5.0,pertukangan,Staples Dekorasi Staples Kayu + Refill 8mm - Staples Gun 4-8 mm C Mart,418660637.0,1,1740837.0,https://www.tokopedia.com/shakaonline87/staples-dekorasi-staples-kayu-refill-8mm-staples-gun-4-8-mm-c-mart,positive
2.0,Barang bagus harga murah,5.0,pertukangan,STAPLE GUN ATS 3 WAY TACKER - STAPLES JOK TEMBAK HEKTER 022708,416032545.0,11,1477109.0,https://www.tokopedia.com/juraganperkakas/staple-gun-ats-3-way-tacker-staples-jok-tembak-hekter-022708,positive
3.0,Paket rapi...mantap....cepat....sampe ke tujuan,5.0,pertukangan,STAPLE GUN ATS 3 WAY TACKER - STAPLES JOK TEMBAK HEKTER 022708,416032545.0,11,1477109.0,https://www.tokopedia.com/juraganperkakas/staple-gun-ats-3-way-tacker-staples-jok-tembak-hekter-022708,positive
4.0,ya saya puas dgn barangnya,5.0,pertukangan,ALAT STAPLES TEMBAK &#40;AIR NAILER GUN&#41; OSSEL 1022J,102279869.0,5,771395.0,https://www.tokopedia.com/kamarmesin/alat-staples-tembak-air-nailer-gun-ossel-1022j,positive
5.0,Responya luar biasa b mantap,5.0,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun Max t3-10 mb MAX,190679689.0,787,969999.0,https://www.tokopedia.com/mitrapersada/isi-refill-staples-jok-kulit-motor-staple-gun-max-t3-10-mb-max,positive
6.0,"seller top, pengiriman cepat barang oke",5.0,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun Max t3-10 mb MAX,190679689.0,787,969999.0,https://www.tokopedia.com/mitrapersada/isi-refill-staples-jok-kulit-motor-staple-gun-max-t3-10-mb-max,positive
7.0,pengiriman cepat seller top,5.0,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun Max t3-10 mb MAX,190679689.0,787,969999.0,https://www.tokopedia.com/mitrapersada/isi-refill-staples-jok-kulit-motor-staple-gun-max-t3-10-mb-max,positive
8.0,Produk sesuai dengan spec di web dan respon seller sangat cepat. Thankyou.,5.0,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun Max t3-10 mb MAX,190679689.0,787,969999.0,https://www.tokopedia.com/mitrapersada/isi-refill-staples-jok-kulit-motor-staple-gun-max-t3-10-mb-max,positive
10.0,"Respon super cepat, pengiriman cepat, Barang bagus sesuai deskripsi penjual..thx gan",5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
11.0,"Barang mantap, pelayanan cepat",5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
12.0,"Sippp,sesuai pic,dscrbs..cuma blum dicoba😁",5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
13.0,Sayang produk yg datang di paking kurang rapi sehingga kebuka n isinya terhambur.  Saran klo mengirimkan isi paku tembak seperti ini di beri lakban dulu dikemasan pakunya baru di gabung kan dgn yg lain supaya tidak tercecer. Untuk kualitas barang seperinya bagus walau saya belum coba.  Terima kasih,3.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,neutral
14.0,Barang sesuai deskripsi..respon dan proses cepat. Terima kasih,5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
15.0,Mantaaaaaaaappp..........,5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
16.0,superrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
17.0,josss pokok e bisa buat langganan,5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
18.0,"berfungsi dengan baik, normal",5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
19.0,"Cara Memberikan Nilai Reputasi ke Penjual

Untuk dapat memberikan nilai reputasi ke penjual, Anda dapat melakukan langkah-langkah berikut ini:",5.0,pertukangan,refill staples gun tacker manual isi paku tembak model bread nail 14mm,316217334.0,82,231740.0,https://www.tokopedia.com/rumahbajukita/refill-staples-gun-tacker-manual-isi-paku-tembak-model-bread-nail-14mm,positive
